203493762,Kultur,Kultur,0.5716007180319178,true
203532824,Kultur,Kultur,0.6904379866025931,true
203266636,Politik,Kultur,0.37909944487358055,false
203525544,Kultur,Kultur,0.5156335040379506,true
203503836,Kultur,Kultur,0.6571289473127282,true
203307520,Kultur,Kultur,0.5911709181034757,true
203333086,Kultur,Kultur,0.7519449764707068,true
203207864,Kultur,Kultur,0.6821283766278283,true
202874818,Kultur,Kultur,0.8390612470632587,true
191812315,Kultur,Kultur,0.5684093392634402,true
203220814,Kultur,Kultur,0.3844932673025576,true
203339186,Kultur,Kultur,0.3491024849307751,true
203272278,Kultur,Kultur,0.6661786542381719,true
203451526,Kultur,Kultur,0.37152437325004517,true
203237326,Kultur,Kultur,0.5051848308327949,true
203216580,Kultur,Kultur,0.9418335952830095,true
203311316,Kultur,Kultur,0.35279841839923015,true
203077492,Kultur,Kultur,0.7297817201622064,true
199292430,Wirtschaft,Wirtschaft,1,true
203339874,Politik,Politik,0.571941931271993,true
201384376,Wirtschaft,Wirtschaft,0.6314757303333053,true
202714796,Sport,Sport,0.4471830826747388,true
202744794,Sport,Sport,0.5389209015069792,true
203013298,Kultur,Politik,0.3953190578802805,false
203332768,Politik,Politik,0.7525315367028859,true
201791980,Kultur,Kultur,0.6024555373760738,true
202861038,Sport,Sport,0.5151720127163734,true
203320060,Politik,Politik,0.28903717519149097,true
202983752,Kultur,Kultur,0.5207323194828613,true
202150642,Kultur,Kultur,0.5971553543105643,true
202866780,Kultur,Kultur,0.5560869714332418,true
202605154,Kultur,Kultur,0.4894946016924202,true
202788812,Kultur,Kultur,0.5953714413285379,true
201955862,Kultur,Kultur,0.634331077259879,true
202563920,Kultur,Kultur,0.3797543086304816,true
203308466,Politik,Politik,0.5500250112144551,true
201715304,Kultur,Kultur,0.6346889042638525,true
202764598,Kultur,Kultur,0.5661360901999296,true
202395828,Kultur,Kultur,0.48201659136530606,true
202162802,Kultur,Kultur,0.5139868105671873,true
202905780,Kultur,Kultur,0.4518209463725748,true
202689046,Kultur,Kultur,0.8262095218296593,true
202716960,Kultur,Kultur,0.5947924895643186,true
202546898,Kultur,Kultur,0.6660167283178586,true
202527194,Kultur,Kultur,0.7081477114669111,true
202106976,Kultur,Kultur,0.6505111916965751,true
202205330,Kultur,Kultur,0.53721589128225,true
202503298,Kultur,Kultur,0.4684153214268222,true
202027288,Kultur,Kultur,0.5436449268845768,true
203065852,Politik,Politik,0.5479645482175806,true
201950306,Kultur,Kultur,0.7491061415373137,true
202131966,Kultur,Kultur,0.489285021530381,true
202696910,Kultur,Kultur,0.6106209999943947,true
202641590,Kultur,Kultur,0.51990545260349,true
203192634,Kultur,Kultur,0.5999112976128786,true
201851298,Kultur,Kultur,0.6104455086044701,true
202861114,Kultur,Kultur,0.7007106650617275,true
201758976,Kultur,Kultur,0.3645572655042275,true
202779152,Kultur,Kultur,0.793450206044459,true
201890272,Kultur,Kultur,0.3812190057401273,true
201996028,Kultur,Kultur,0.4937453309198292,true
202946434,Kultur,Kultur,0.5374431196604933,true
203195060,Kultur,Kultur,0.5204713411721185,true
203037582,Kultur,Kultur,0.5426011891656503,true
202079488,Kultur,Kultur,0.5673274102549598,true
203162652,Kultur,Kultur,0.4645458900898287,true
202609852,Kultur,Kultur,0.4833140988532817,true
203338188,Politik,Politik,0.4039064804475137,true
202558292,Kultur,Kultur,0.38513297986737705,true
201904372,Kultur,Kultur,0.44349111628557186,true
202530750,Kultur,Kultur,0.6459836178889294,true
203294190,Politik,Politik,0.42378486054297804,true
202872978,Kultur,Kultur,0.4543407962668014,true
202081122,Kultur,Kultur,0.710896220802029,true
202764346,Kultur,Kultur,0.5445293135144131,true
202531580,Kultur,Kultur,0.7281718282892368,true
202918808,Kultur,Kultur,0.5503686535183321,true
202898516,Kultur,Kultur,0.40266795297440905,true
202821292,Kultur,Kultur,0.6340879218120572,true
202719422,Kultur,Kultur,0.6063051197295798,true
202559164,Kultur,Kultur,0.5041674492295637,true
202662246,Kultur,Kultur,0.6573687057491973,true
202147652,Kultur,Kultur,0.6010683239200342,true
203337118,Politik,Politik,0.327685944804621,true
202080658,Kultur,Kultur,0.478864982460354,true
202630076,Kultur,Kultur,0.5325433735237707,true
201873804,Kultur,Kultur,0.5776590700178567,true
201716700,Kultur,Kultur,0.501138538887481,true
202819848,Kultur,Kultur,0.6258361072551395,true
203202360,Kultur,Kultur,0.4686267493696611,true
202527650,Kultur,Kultur,0.41164129491208024,true
202149006,Kultur,Kultur,0.6085263928799058,true
202872896,Kultur,Kultur,0.6335375749796919,true
203105918,Kultur,Kultur,0.6586255334927452,true
202219620,Kultur,Kultur,0.6368631476875787,true
202916468,Kultur,Kultur,0.5128249802470726,true
203080434,Kultur,Kultur,0.6931213485882098,true
202117416,Kultur,Kultur,0.4831773063204022,true
201895428,Kultur,Kultur,0.4114809633179489,true
201787348,Kultur,Kultur,0.7215900081806428,true
202899508,Kultur,Kultur,0.6488562006806848,true
202532390,Kultur,Kultur,0.6765997299751128,true
202830162,Kultur,Kultur,0.5999636623208109,true
201841890,Kultur,Kultur,0.7535371999765328,true
202873100,Kultur,Kultur,0.6653437733001731,true
202424820,Kultur,Kultur,0.46194766099843115,true
201897482,Kultur,Kultur,0.5257360598989562,true
202661660,Kultur,Kultur,0.5159237856724558,true
202714922,Kultur,Kultur,0.4972096975498983,true
201975426,Kultur,Kultur,0.6090946163825243,true
201778718,Kultur,Wirtschaft,0.3188249201992507,false
203297934,Politik,Politik,0.5383119735826151,true
202046484,Kultur,Kultur,0.612106443766419,true
202788550,Kultur,Kultur,0.5922523640128267,true
201931854,Kultur,Kultur,0.7357483306130506,true
197744197,Wirtschaft,Wirtschaft,1,true
202778324,Sport,Sport,0.35440063196695687,true
202683676,Sport,Sport,0.5620566183569174,true
202680466,Sport,Sport,0.37198101698081215,true
196805287,Wirtschaft,Wirtschaft,0.6231886152599865,true
201987976,Wirtschaft,Wirtschaft,0.6958139595187748,true
203064468,Politik,Wirtschaft,0.3815769182918765,false
202780564,Sport,Sport,0.40747437764415506,true
